Content,Link,Stats,Type
"Gilbane Building Company served as the General Contractor for North East Independent School District’s Claudia Taylor “Lady Bird” Johnson High School. This 420,000-square-foot, 116-acre campus allows the school to accommodate approximately 3,000 students. This is the single largest construction effort undertaken by the district.
In keeping with the school’s philosophy of “challenge and encourage each student,” the campus consists of specialized areas to achieve academic excellence and develop the student’s technical skills. The campus is made up of three separate building for Academics, Athletics and ROTC.
Academic/Laboratory Building: The main building houses all of the general learning areas as well as all science and laboratory facilities. Classrooms include: 60 general instruction classrooms, 20 science classrooms, 19 career and technology classrooms, 16 special education classrooms, and 2 art classrooms.
Also included in the main building are separate classrooms/areas for Theatre Arts, Band, Orchestra, Computer Science, Dance/Pep/Cheer, Photojournalism, and Speech. In addition, the main building includes a 775-seat Performing Arts Center with adjacent theater support areas including a Black box theater and classrooms.
Athletic Building: The comprehensive campus now has an athletic facility and athletic fields including football, soccer, softball, baseball, 6 tennis courts, 8-lane running track, and a practice field. The Athletic Building includes all gymnasiums, locker rooms, dance team facilities and coaches’ areas.
ROTC Building: This separate building includes facilities for ROTC programs including classrooms, a rifle range and locker rooms.
Central Plant: The campus is served by a 6,000 SF Central Plant.",https://www.gilbaneco.com/project/north-east-independent-school-district-claudia-taylor-lady-bird-johnson-high-school/,"Client Name: North East Independent School District
Project Name: Claudia Taylor “Lady Bird” Johnson High School
Location: San Antonio, TX
Architect: Garza, Bomberger and Associates
Size: 420,000 Square Feet
Date Completed: September 2008
Type of construction: New
Delivery method: CM at Risk/GMP
Professional Services: Fast Track Construction",hotel-residential
"Gilbane Building Company served as the General Contractor for North East Independent School District’s Claudia Taylor “Lady Bird” Johnson High School. This 420,000-square-foot, 116-acre campus allows the school to accommodate approximately 3,000 students. This is the single largest construction effort undertaken by the district.
In keeping with the school’s philosophy of “challenge and encourage each student,” the campus consists of specialized areas to achieve academic excellence and develop the student’s technical skills. The campus is made up of three separate building for Academics, Athletics and ROTC.
Academic/Laboratory Building: The main building houses all of the general learning areas as well as all science and laboratory facilities. Classrooms include: 60 general instruction classrooms, 20 science classrooms, 19 career and technology classrooms, 16 special education classrooms, and 2 art classrooms.
Also included in the main building are separate classrooms/areas for Theatre Arts, Band, Orchestra, Computer Science, Dance/Pep/Cheer, Photojournalism, and Speech. In addition, the main building includes a 775-seat Performing Arts Center with adjacent theater support areas including a Black box theater and classrooms.
Athletic Building: The comprehensive campus now has an athletic facility and athletic fields including football, soccer, softball, baseball, 6 tennis courts, 8-lane running track, and a practice field. The Athletic Building includes all gymnasiums, locker rooms, dance team facilities and coaches’ areas.
ROTC Building: This separate building includes facilities for ROTC programs including classrooms, a rifle range and locker rooms.
Central Plant: The campus is served by a 6,000 SF Central Plant.",https://www.gilbaneco.com/project/north-east-independent-school-district-claudia-taylor-lady-bird-johnson-high-school/,"Client Name: North East Independent School District
Project Name: Claudia Taylor “Lady Bird” Johnson High School
Location: San Antonio, TX
Architect: Garza, Bomberger and Associates
Size: 420,000 Square Feet
Date Completed: September 2008
Type of construction: New
Delivery method: CM at Risk/GMP
Professional Services: Fast Track Construction",hotel-residential
"Gilbane served as the construction manager at-risk for the new integrated Middle/High School. The project consisted of a gut-renovation to the pre-existing middle school and the construction of a new adjacent high school. The new high school building provides a state-of-the-art learning environment for students and faculty, offering flexible classrooms, high-tech laboratory spaces, and small group learning areas. The pre-existing 136,410 SF middle school connects to the new high school through a large open Main Street corridor. The Middle/High School shares a new performing arts center/auditorium; kitchen and cafeteria; gymnasium; library/media center; and administrative spaces as well as core mechanical spaces. Combined, the facilities will serve a total of 1,370 students in grades six through 12.
Designed to achieve LEED® Gold certification, several sustainable features were implemented in the building’s design, including a high performance exterior wall system consisting of high visible light transmittance, daylight dimming light controls with photocells, and water systems allowing for increased water efficiency through the use of low-flow fixtures.
The four-phased construction schedule allowed occupancy of the new high school prior to the middle school renovation. The schedule was compressed, where possible, in order to expedite the opportunity for students to move into the new high school. Additionally, the project required extensive site work due to the existing middle school topography which required large cut-and-fill quantities of land. The project scope also included the construction of a wastewater treatment plant, abatement and demolition of the existing high school, and extensive athletic field work including the construction of a softball and practice field, discus/javelin field, and a team room to serve the existing football field.
",https://www.gilbaneco.com/project/north-reading-middlehigh-school/,"Client Name: North Reading School Department
Project Name: North Reading Middle/High School
Location: North Reading, MA
Architect: Dore & Whittier Architects
Size: 275,521 Square Feet
Date Completed: December 2015 (42 months)
Type of construction: New, Renovation
Delivery method: CM at Risk/GMP
Professional Services: BIM
																					Schedule Risk Analysis
Sustainable Features: LEED Gold certification
																					High performance exterior wall system
																					Water systems",hotel-residential
"Gilbane served as the construction manager at-risk for the new integrated Middle/High School. The project consisted of a gut-renovation to the pre-existing middle school and the construction of a new adjacent high school. The new high school building provides a state-of-the-art learning environment for students and faculty, offering flexible classrooms, high-tech laboratory spaces, and small group learning areas. The pre-existing 136,410 SF middle school connects to the new high school through a large open Main Street corridor. The Middle/High School shares a new performing arts center/auditorium; kitchen and cafeteria; gymnasium; library/media center; and administrative spaces as well as core mechanical spaces. Combined, the facilities will serve a total of 1,370 students in grades six through 12.
Designed to achieve LEED® Gold certification, several sustainable features were implemented in the building’s design, including a high performance exterior wall system consisting of high visible light transmittance, daylight dimming light controls with photocells, and water systems allowing for increased water efficiency through the use of low-flow fixtures.
The four-phased construction schedule allowed occupancy of the new high school prior to the middle school renovation. The schedule was compressed, where possible, in order to expedite the opportunity for students to move into the new high school. Additionally, the project required extensive site work due to the existing middle school topography which required large cut-and-fill quantities of land. The project scope also included the construction of a wastewater treatment plant, abatement and demolition of the existing high school, and extensive athletic field work including the construction of a softball and practice field, discus/javelin field, and a team room to serve the existing football field.
",https://www.gilbaneco.com/project/north-reading-middlehigh-school/,"Client Name: North Reading School Department
Project Name: North Reading Middle/High School
Location: North Reading, MA
Architect: Dore & Whittier Architects
Size: 275,521 Square Feet
Date Completed: December 2015 (42 months)
Type of construction: New, Renovation
Delivery method: CM at Risk/GMP
Professional Services: BIM
																					Schedule Risk Analysis
Sustainable Features: LEED Gold certification
																					High performance exterior wall system
																					Water systems",hotel-residential
"Students from ten local communities who are enrolled in vocational programs including: Auto Collision, Auto Technology, Carpentry, Drafting, Graphic Design, Agriculture, Diversified Health, Electronics, Electrical Trades, Early Childhood Education, Culinary Arts, Precision Machining, Welding, Engineering Technology, General Sciences, Horticulture, Interactive Media, Aeronautics, Cosmetology, Computing, Environmental Control and Building Maintenance have upgraded facilities to master their vocations.
The greenhouse at the main campus will be replaced with a larger facility and a new greenhouse will be added to the Willowbrook facility to teach aqua-culture. Other exterior improvements include parking lot site lighting, rain gardens, and landscaping.",https://www.gilbaneco.com/project/upper-valley-high-career-center-ohio/,"Client Name: Ohio School Facilities Commission (OSFC)
Project Name: Upper Valley Career Center
Location: Piqua, OH
Architect: Levin Porter Assoc.
Size: 211,870 Square Feet
Date Completed: December 2012
Type of construction: Addition/Renovation, Historic Restoration
Delivery method: CM Agency
Professional Services: Construction management
																					Sustainable Green
																					Lean construction
																					Fast track schedule
Sustainable Features: LEED Silver Certification",hotel-residential
"Students from ten local communities who are enrolled in vocational programs including: Auto Collision, Auto Technology, Carpentry, Drafting, Graphic Design, Agriculture, Diversified Health, Electronics, Electrical Trades, Early Childhood Education, Culinary Arts, Precision Machining, Welding, Engineering Technology, General Sciences, Horticulture, Interactive Media, Aeronautics, Cosmetology, Computing, Environmental Control and Building Maintenance have upgraded facilities to master their vocations.
The greenhouse at the main campus will be replaced with a larger facility and a new greenhouse will be added to the Willowbrook facility to teach aqua-culture. Other exterior improvements include parking lot site lighting, rain gardens, and landscaping.",https://www.gilbaneco.com/project/upper-valley-high-career-center-ohio/,"Client Name: Ohio School Facilities Commission (OSFC)
Project Name: Upper Valley Career Center
Location: Piqua, OH
Architect: Levin Porter Assoc.
Size: 211,870 Square Feet
Date Completed: December 2012
Type of construction: Addition/Renovation, Historic Restoration
Delivery method: CM Agency
Professional Services: Construction management
																					Sustainable Green
																					Lean construction
																					Fast track schedule
Sustainable Features: LEED Silver Certification",hotel-residential
"Pushing the envelope with an aggressive approach to construction of a new facility for its East Bay Met campus, the Rhode Island Department of Education (RIDE) chose the design-build team of Gilbane and RGB Architects when they sought to build Rhode Island’s first net-zero state facility and the first net-zero high school in the region. The school accommodates 160 students and 20 staff, housing classroom spaces, multi-purpose rooms, STEAM center (science, technology, engineering, art, and math), an environmental lab and digital lab.
The new three-story, 16,800 SF high school was designed to net-zero standards with geothermal heating, rainwater collection system, and limited site development. The project’s net-zero design featured maximizing renewable energy sources available on-site and minimizing energy consumption. The orientation of the building allows for maximum shade in the spring and summer months, while reaping solar exposure in the winter.",https://www.gilbaneco.com/project/paul-w-crowley-east-bay-metropolitan-career-technical-center-met/,"Client Name: Rhode Island Department of Education (RIDE)
Project Name: Paul W. Crowley East Bay Metropolitan Career and Technical Center (MET)
Location: Newport, RI
Architect: RGB Corporation
Size: 16,800 Square Feet
Date Completed: January 2014
Type of construction: New
Delivery method: Design-Build
Professional Services: Preconstruction & Procurement
																					Sustainable & green construction
																					Integrated project services
																					Lean construction
Sustainable Features: 100kW photovoltaic system
																					Air tight building enclosure, super insulated shell
																					Innovative ventilation system
																					Geo-thermal heat pump
																					Sater efficient fixtures",hotel-residential
"Pushing the envelope with an aggressive approach to construction of a new facility for its East Bay Met campus, the Rhode Island Department of Education (RIDE) chose the design-build team of Gilbane and RGB Architects when they sought to build Rhode Island’s first net-zero state facility and the first net-zero high school in the region. The school accommodates 160 students and 20 staff, housing classroom spaces, multi-purpose rooms, STEAM center (science, technology, engineering, art, and math), an environmental lab and digital lab.
The new three-story, 16,800 SF high school was designed to net-zero standards with geothermal heating, rainwater collection system, and limited site development. The project’s net-zero design featured maximizing renewable energy sources available on-site and minimizing energy consumption. The orientation of the building allows for maximum shade in the spring and summer months, while reaping solar exposure in the winter.",https://www.gilbaneco.com/project/paul-w-crowley-east-bay-metropolitan-career-technical-center-met/,"Client Name: Rhode Island Department of Education (RIDE)
Project Name: Paul W. Crowley East Bay Metropolitan Career and Technical Center (MET)
Location: Newport, RI
Architect: RGB Corporation
Size: 16,800 Square Feet
Date Completed: January 2014
Type of construction: New
Delivery method: Design-Build
Professional Services: Preconstruction & Procurement
																					Sustainable & green construction
																					Integrated project services
																					Lean construction
Sustainable Features: 100kW photovoltaic system
																					Air tight building enclosure, super insulated shell
																					Innovative ventilation system
																					Geo-thermal heat pump
																					Sater efficient fixtures",hotel-residential
"Gilbane served as construction manager for Perrysburg Exempted Village School District’s new intermediate elementary school. Scope of work included the construction of a new school that houses fifth and sixth grade students, as well as the addition of safe and secure entryways to four of the district’s elementary schools.
The new school is occupied by 800 students with built-in flexibility to accommodate up to 900 students. The buildings layout includes two main entrances with separate drop-off areas for buses and parents. A gymnasium, kitchen and open lunch area make up the northern part of the building, with art and music classrooms to the west. Academic areas are located in the southern portion of the building and include two floors of classrooms, as well as collaboration centers that serve as flexible common areas.
The intermediate school was awarded STEM designation by the Ohio Department of Education and the Ohio Stem Learning Network, the first intermediate school in Ohio to receive this prestigious designation.",https://www.gilbaneco.com/project/perrysburg-exempted-village-school-district-intermediate-school/,"Client Name: Perrysburg Exempted Village School
Project Name: Perrysburg Exempted Village School Intermediate School
Location: Perrysburg, OH
Architect: The Collaborative, Inc.
Size: 131,000 SF
Date Completed: August 2017
Type of construction: New
Delivery method: CM at Risk/GMP
Professional Services: Preconstruction
																					Virtual Design & Construction (VDC)
Awards: STEM Designation from the Ohio Department of Education",hotel-residential
"Gilbane served as construction manager for Perrysburg Exempted Village School District’s new intermediate elementary school. Scope of work included the construction of a new school that houses fifth and sixth grade students, as well as the addition of safe and secure entryways to four of the district’s elementary schools.
The new school is occupied by 800 students with built-in flexibility to accommodate up to 900 students. The buildings layout includes two main entrances with separate drop-off areas for buses and parents. A gymnasium, kitchen and open lunch area make up the northern part of the building, with art and music classrooms to the west. Academic areas are located in the southern portion of the building and include two floors of classrooms, as well as collaboration centers that serve as flexible common areas.
The intermediate school was awarded STEM designation by the Ohio Department of Education and the Ohio Stem Learning Network, the first intermediate school in Ohio to receive this prestigious designation.",https://www.gilbaneco.com/project/perrysburg-exempted-village-school-district-intermediate-school/,"Client Name: Perrysburg Exempted Village School
Project Name: Perrysburg Exempted Village School Intermediate School
Location: Perrysburg, OH
Architect: The Collaborative, Inc.
Size: 131,000 SF
Date Completed: August 2017
Type of construction: New
Delivery method: CM at Risk/GMP
Professional Services: Preconstruction
																					Virtual Design & Construction (VDC)
Awards: STEM Designation from the Ohio Department of Education",hotel-residential
"To serve the evolving profile of a diverse Massachusetts community rooted in regional tradition, Gilbane led the construction of the state-of-the-art Quincy High School. The three-phased project included a new 128,000-square-foot Science and Technology wing, a 224,000-square-foot gymnasium, auditorium, and administrative wing, and the abatement of the 330,000-square-foot existing school.
During construction, Gilbane encountered numerous environmental and site challenges that threatened the timeline of the new high school including extraction of oil contaminated soil, simultaneous “hot” demolition of the asbestos contaminated existing high school, and the “hot trap” into the sewer main that enabled the line to remain functional during construction. Our resilient character was reflected through adopting innovative solutions to counteract issues and deliver the project on time and on budget.",https://www.gilbaneco.com/project/quincy-high-school/,"Client Name: City of Quincy
Project Name: Quincy High School
Location: Quincy, MA
Architect: Symmes Maini & McKee Associates
Size: 330,000 Square Feet
Date Completed: 39 Months
Type of construction: New
Delivery method: CM at Risk
Professional Services: Preconstruction
																					Construction
																					Scheduling
																					Phasing
																					Cost Management
																					Quality
																					Safety
Sustainable Features: MA Collaborative for High Performance Schools Criteria and environmental remediation issues with wind turbine
Awards: 2013 Green Ribbon School award by the U.S. Department of Education",hotel-residential
"To serve the evolving profile of a diverse Massachusetts community rooted in regional tradition, Gilbane led the construction of the state-of-the-art Quincy High School. The three-phased project included a new 128,000-square-foot Science and Technology wing, a 224,000-square-foot gymnasium, auditorium, and administrative wing, and the abatement of the 330,000-square-foot existing school.
During construction, Gilbane encountered numerous environmental and site challenges that threatened the timeline of the new high school including extraction of oil contaminated soil, simultaneous “hot” demolition of the asbestos contaminated existing high school, and the “hot trap” into the sewer main that enabled the line to remain functional during construction. Our resilient character was reflected through adopting innovative solutions to counteract issues and deliver the project on time and on budget.",https://www.gilbaneco.com/project/quincy-high-school/,"Client Name: City of Quincy
Project Name: Quincy High School
Location: Quincy, MA
Architect: Symmes Maini & McKee Associates
Size: 330,000 Square Feet
Date Completed: 39 Months
Type of construction: New
Delivery method: CM at Risk
Professional Services: Preconstruction
																					Construction
																					Scheduling
																					Phasing
																					Cost Management
																					Quality
																					Safety
Sustainable Features: MA Collaborative for High Performance Schools Criteria and environmental remediation issues with wind turbine
Awards: 2013 Green Ribbon School award by the U.S. Department of Education",hotel-residential
"Reed Custer Community Unit School District 255 outgrew their existing elementary school and needed to upgrade facilities for the growing district. Through a selection process, the administration and school board unanimously selected Gilbane as construction manager for the project.
The new 107,000 SF elementary school serves students in grades pre-K through fifth. The new facility features 30 classrooms, two gymnasiums, full kitchen and cafeteria, a learning resource center, and dedicated spaces for music and art. The building also includes spaces designed as storm shelters for emergency preparedness.
Located on an 18-acre site, the new building was constructed right next door to their current, fully-operating building, which required meticulous safety and site logistics planning early in the process.",https://www.gilbaneco.com/project/reed-custer-community-unit-school-district-255-new-k-5-school/,"Client Name: Reed Custer Community Unit School District 255
Project Name: New K-5 School
Location: Braidwood, IL
Architect: STR Partners
Size: 107,000 SF
Date Completed: October 2017
Type of construction: New
Delivery method: CM Cost Plus Fee
Professional Services: Comprehensive Preconstruction and Construction Management Services",hotel-residential
"Reed Custer Community Unit School District 255 outgrew their existing elementary school and needed to upgrade facilities for the growing district. Through a selection process, the administration and school board unanimously selected Gilbane as construction manager for the project.
The new 107,000 SF elementary school serves students in grades pre-K through fifth. The new facility features 30 classrooms, two gymnasiums, full kitchen and cafeteria, a learning resource center, and dedicated spaces for music and art. The building also includes spaces designed as storm shelters for emergency preparedness.
Located on an 18-acre site, the new building was constructed right next door to their current, fully-operating building, which required meticulous safety and site logistics planning early in the process.",https://www.gilbaneco.com/project/reed-custer-community-unit-school-district-255-new-k-5-school/,"Client Name: Reed Custer Community Unit School District 255
Project Name: New K-5 School
Location: Braidwood, IL
Architect: STR Partners
Size: 107,000 SF
Date Completed: October 2017
Type of construction: New
Delivery method: CM Cost Plus Fee
Professional Services: Comprehensive Preconstruction and Construction Management Services",hotel-residential
"The new 142,650-square-foot Rice Creek K8 School is located on a 27acre greenfield site in Port Wentworth, Georgia. The new facility includes classroom and support space to accommodate 1,000 students with additional capacity for 200 students.
The school features a centrally located media center, dedicated music and art classrooms, science labs, and state-of-the-art dining and food preparation facilities. Other features include a full gymnasium designed to be a shared facility for use by civic and community groups as well as large outdoor playfields.
The building, designed by BRPH, is a structural system of concrete tilt up and steel frame. The facility includes sustainable features throughout such as low VOC materials and recycled content. The spaces were designed with strategically located windows to provide abundant daylighting for the classrooms and labs. Interior rooms are outfitted with glazing to distribute light from the exterior windows.",https://www.gilbaneco.com/project/rice-creek-school/,"Client Name: Savannah-Chatham County Public School System
Project Name: Rice Creek School
Location: Port Wentworth, GA
Architect: BRPH Architects & Engineers
Size: 142,650 Square Feet
Date Completed: May 2015
Type of construction: New
Delivery method: CM at Risk/GMP
Sustainable Features: LED lighting
																					Low VOC materials
																					Efficiency window glazing
Awards: Merit Award K-12, Engineering News-Record (ENR) Southeast",hotel-residential
"The new 142,650-square-foot Rice Creek K8 School is located on a 27acre greenfield site in Port Wentworth, Georgia. The new facility includes classroom and support space to accommodate 1,000 students with additional capacity for 200 students.
The school features a centrally located media center, dedicated music and art classrooms, science labs, and state-of-the-art dining and food preparation facilities. Other features include a full gymnasium designed to be a shared facility for use by civic and community groups as well as large outdoor playfields.
The building, designed by BRPH, is a structural system of concrete tilt up and steel frame. The facility includes sustainable features throughout such as low VOC materials and recycled content. The spaces were designed with strategically located windows to provide abundant daylighting for the classrooms and labs. Interior rooms are outfitted with glazing to distribute light from the exterior windows.",https://www.gilbaneco.com/project/rice-creek-school/,"Client Name: Savannah-Chatham County Public School System
Project Name: Rice Creek School
Location: Port Wentworth, GA
Architect: BRPH Architects & Engineers
Size: 142,650 Square Feet
Date Completed: May 2015
Type of construction: New
Delivery method: CM at Risk/GMP
Sustainable Features: LED lighting
																					Low VOC materials
																					Efficiency window glazing
Awards: Merit Award K-12, Engineering News-Record (ENR) Southeast",hotel-residential
"By the end of October2015, Roosevelt High School was completely transformed from an old, dilapidated 1930’s high school to a new 21st century learning environment. Its crumbling ceilings and cracked floors were restored to their 1930’s glory, while the dark and gloomy interior became a thing of the past.
In the 1970’s an infill addition was constructed to create more enclosed square footage for the high school students. With our 21st century modernization, the original 1930’s courtyard has been reopened as a waterworks courtyard by demolishing the addition that had been built to cover it up. The waterworks courtyard is one of the many sustainable features of the newly renovated high school, containing 3 cisterns with the capacity to hold 55,000 gallons of water for flushing toilets. It will be used as a teaching tool for students to learn about storm water management. On the other hand, the atrium that was once an open-air courtyard between the original 1930’s building and the infill addition, is now an enclosed atrium designed as “the heart” of the building. Standing in the atrium are 65-foot columns, which had to be welded off-site due to their magnitude. Enclosing the atrium is the 10,000-square foot skylight that has turned this once unused space into a gathering point and social area. The skylight uses electrochromic glazing, which reacts to sunlight in order to cut down on heat gain that in turn requires less energy to cool the space. Through value engineering, the Smoot | Gilbane joint venture team was able to keep this essential design element without exceeding the budget.
Surrounding you as you stand in this newly revitalized space are the beautifully restored 1930’s windows. The windows are an example of the craftsmanship that has gone into making this building magnificent. Worcester Eisenbrandt, along with AVSmoot, a woman-owned CBE contractor, brought the 100 worn down and out-of-date historic windows back to their 1930’s splendor. The double-hung windows use special hardware to hinge the sashes, while the frames were sealed to the brick for waterproofing. Therefore, the entire window could not be removed and had to be restored in phases. The sashes were removed and restored off-site at AV Smoot where they were stripped, re-stained, and glazed to ensure proper sound control. As for the frames, Worcester Eisenbrandt restored them in-place using the same process.
Another defining element of the design is the commanding cupola that sits atop the high school that was restored to its original specifications. From looking at the original historic 1930’s drawings, the team believed it wasn’t initially built the way the designer had intended. Smoot | Gilbane and Perkins Eastman DC worked with the Historic Preservation Review Board to fill in the design gaps so that our team could get the details just right. They then ripped it down to its steel structure and built it the way it was originally intended.",https://www.gilbaneco.com/project/roosevelt-high-school-washington-dc/,"Client Name: District of Columbia Dept. of General Services
Project Name: Roosevelt High School Modernization
Location: Washington, DC
Architect: Perkins Eastman DC
Size: 331,900 Square Feet
Date Completed: October 2015
Type of construction: Renovation
Delivery method: Design-Build
Professional Services: BIM
																					Preconstruction
Awards: DC Preservation League 45th Anniversary Award
																					Craftsmanship Award- Structural Steel Framing, Washington Business Congress
																					Craftsmanship Award- Concrete, Washington Business Congress
																					Award of Merit: ENR Mid-Atlantic Region Renovation/Restoration
																					Washington Contractor Award Renovation/Restoration over $100 Million, Associated General Contractors (AGC) of DC
																					Sustainable Design, American Institute of Architects, DC Presidential Citation",hotel-residential
"By the end of October2015, Roosevelt High School was completely transformed from an old, dilapidated 1930’s high school to a new 21st century learning environment. Its crumbling ceilings and cracked floors were restored to their 1930’s glory, while the dark and gloomy interior became a thing of the past.
In the 1970’s an infill addition was constructed to create more enclosed square footage for the high school students. With our 21st century modernization, the original 1930’s courtyard has been reopened as a waterworks courtyard by demolishing the addition that had been built to cover it up. The waterworks courtyard is one of the many sustainable features of the newly renovated high school, containing 3 cisterns with the capacity to hold 55,000 gallons of water for flushing toilets. It will be used as a teaching tool for students to learn about storm water management. On the other hand, the atrium that was once an open-air courtyard between the original 1930’s building and the infill addition, is now an enclosed atrium designed as “the heart” of the building. Standing in the atrium are 65-foot columns, which had to be welded off-site due to their magnitude. Enclosing the atrium is the 10,000-square foot skylight that has turned this once unused space into a gathering point and social area. The skylight uses electrochromic glazing, which reacts to sunlight in order to cut down on heat gain that in turn requires less energy to cool the space. Through value engineering, the Smoot | Gilbane joint venture team was able to keep this essential design element without exceeding the budget.
Surrounding you as you stand in this newly revitalized space are the beautifully restored 1930’s windows. The windows are an example of the craftsmanship that has gone into making this building magnificent. Worcester Eisenbrandt, along with AVSmoot, a woman-owned CBE contractor, brought the 100 worn down and out-of-date historic windows back to their 1930’s splendor. The double-hung windows use special hardware to hinge the sashes, while the frames were sealed to the brick for waterproofing. Therefore, the entire window could not be removed and had to be restored in phases. The sashes were removed and restored off-site at AV Smoot where they were stripped, re-stained, and glazed to ensure proper sound control. As for the frames, Worcester Eisenbrandt restored them in-place using the same process.
Another defining element of the design is the commanding cupola that sits atop the high school that was restored to its original specifications. From looking at the original historic 1930’s drawings, the team believed it wasn’t initially built the way the designer had intended. Smoot | Gilbane and Perkins Eastman DC worked with the Historic Preservation Review Board to fill in the design gaps so that our team could get the details just right. They then ripped it down to its steel structure and built it the way it was originally intended.",https://www.gilbaneco.com/project/roosevelt-high-school-washington-dc/,"Client Name: District of Columbia Dept. of General Services
Project Name: Roosevelt High School Modernization
Location: Washington, DC
Architect: Perkins Eastman DC
Size: 331,900 Square Feet
Date Completed: October 2015
Type of construction: Renovation
Delivery method: Design-Build
Professional Services: BIM
																					Preconstruction
Awards: DC Preservation League 45th Anniversary Award
																					Craftsmanship Award- Structural Steel Framing, Washington Business Congress
																					Craftsmanship Award- Concrete, Washington Business Congress
																					Award of Merit: ENR Mid-Atlantic Region Renovation/Restoration
																					Washington Contractor Award Renovation/Restoration over $100 Million, Associated General Contractors (AGC) of DC
																					Sustainable Design, American Institute of Architects, DC Presidential Citation",hotel-residential
"Gilbane was selected by Rossford Exempted Village School District’s Board of Education to perform construction management at-risk services for the district-wide capital improvements program. The 326,000 SF program includes new construction and renovations to the Rossford High School and Rossford Junior High School.
The program also includes an addition and renovations to the existing Glenwood Elementary School and new construction to house grades PK-5. The addition includes a new library and gymnasium, flexible classroom space to promote collaboration among students and updated secure vestibules at the entrances for improved security and safety.
The existing football stadium will also undergo renovations including a new turf football field, goal posts, scoreboard, entry building that may provide concessions and ADA toilet rooms and rework of existing bleachers to provide new and ADA seating.",https://www.gilbaneco.com/project/rossford-exempted-village-school-district/,"Client Name: Rossford Exempted Village School District
Project Name: District-Wide Capital Improvements Program
Location: Rossford, OH
Architect: The Collaborative Inc.
Size: 326,000 SF
Date Completed: July 2020
Type of construction: New, Renovation
Delivery method: CM at Risk/GMP
Professional Services: BIM",hotel-residential
"Gilbane was selected by Rossford Exempted Village School District’s Board of Education to perform construction management at-risk services for the district-wide capital improvements program. The 326,000 SF program includes new construction and renovations to the Rossford High School and Rossford Junior High School.
The program also includes an addition and renovations to the existing Glenwood Elementary School and new construction to house grades PK-5. The addition includes a new library and gymnasium, flexible classroom space to promote collaboration among students and updated secure vestibules at the entrances for improved security and safety.
The existing football stadium will also undergo renovations including a new turf football field, goal posts, scoreboard, entry building that may provide concessions and ADA toilet rooms and rework of existing bleachers to provide new and ADA seating.",https://www.gilbaneco.com/project/rossford-exempted-village-school-district/,"Client Name: Rossford Exempted Village School District
Project Name: District-Wide Capital Improvements Program
Location: Rossford, OH
Architect: The Collaborative Inc.
Size: 326,000 SF
Date Completed: July 2020
Type of construction: New, Renovation
Delivery method: CM at Risk/GMP
Professional Services: BIM",hotel-residential
"Gilbane has been selected by San Antonio ISD to provide pre-construction and construction management services for renovations to Tafolla Middle School, Rogers Middle School, and Lanier High School in San Antonio, Texas.
All three projects involve significant renovation work that consists of upgrades to classroom spaces, restrooms, cafeteria and kitchens, HVAC, technology, lighting, fire sprinkler systems, roofing and front entry modifications. The work on all projects will be phased over multiple school years and summers to allow the campuses to remain active during the construction process.",https://www.gilbaneco.com/project/san-antonio-isd/,"Client Name: San Antonio ISD
Project Name: San Antonio Bond Program
Location: San Antonio, TX
Architect: LPA, Inc. (Lanier High School)
Architect: Alamo Architects (Tafolla Middle School)
Architect: Pfluger Architects (Rogers Middle School)
Date Completed: In Progress
Type of construction: Renovation
Delivery method: CM at Risk/GMP",hotel-residential
"Gilbane has been selected by San Antonio ISD to provide pre-construction and construction management services for renovations to Tafolla Middle School, Rogers Middle School, and Lanier High School in San Antonio, Texas.
All three projects involve significant renovation work that consists of upgrades to classroom spaces, restrooms, cafeteria and kitchens, HVAC, technology, lighting, fire sprinkler systems, roofing and front entry modifications. The work on all projects will be phased over multiple school years and summers to allow the campuses to remain active during the construction process.",https://www.gilbaneco.com/project/san-antonio-isd/,"Client Name: San Antonio ISD
Project Name: San Antonio Bond Program
Location: San Antonio, TX
Architect: LPA, Inc. (Lanier High School)
Architect: Alamo Architects (Tafolla Middle School)
Architect: Pfluger Architects (Rogers Middle School)
Date Completed: In Progress
Type of construction: Renovation
Delivery method: CM at Risk/GMP",hotel-residential
